Timestamp: 2026-01-13 11:31:40
Call URL: https://cloudphone.tatateleservices.com/file/recording?callId=1763532921.300523&type=rec&token=Z1h1anVVV1ovbGhUWXozQlRiNnV3UUwxRVBCUy9VYmJOR2N3TS82WXpQK2Z2TWhwSjZ4RDk2Lys0MlJhS3p3aTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D
Call Classification: BAD
Score: 5/10
Tone: Professional
Reason: Call failed due to severe audio quality issues; agent's initial engagement was strong.

Variable Analysis Summary:
Total Variables Present: 47

Excellent: 22 (46.81%)
Moderate: 10 (21.28%)
Needs Improvement: 15 (31.91%)
VARIABLE ANALYSIS:
Agent Tone & Energy | Moderate | The agent maintains a professional tone and consistent energy, even when facing audio difficulties, though the intermittent connection makes it hard to fully assess.
| Customer Trust Impact         | Moderate           | उसमें हम लिस्टिंग आप भी कर सकते हो चाहो तो बट एसईओ होता है ना मेन चीज़ पे।                            |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Agent Mindset                 | Excellent          | वो चीजें नहीं, मैं दो चीजें है सर इसमें।                                                              |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Problem Ownership             | Excellent          | मैं दोबारा कॉल करता हूं सर आपको।                                                                      |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Customer Alignment            | Moderate           | हां, वो जिसमें हमने लिखा था कि मीशो के लिए हमारी बात हुई थी साड़ी ब्लाउज जो अपने को बेचने थे।           |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Objection Framing             | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Trust Signals                 | Moderate           | आपको ये बेनिफिट मिलेगा।                                                                              |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Cost Sensitivity              | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Decision Momentum             | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Overall Call Outcome          | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Permission to Proceed         | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Mutual Agreement              | Moderate           | हां, मिल गया था                                                                                       |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Closing Confirmation          | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Polite Conclusion             | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Intent to Re-engage           | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Agreement to Collaboration    | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Direct Positive Feedback      | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Agreement on Fundamentals     | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Call-back Request             | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Flexibility Acknowledgment    | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Confirmation of Interest      | Excellent          | उसमें वैलिडिटी क्या रहेगा?                                                                          |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Openness to Expansion         | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Direct Confirmation of Service| Moderate           | रिटर्न का चांसेस कैसे कन्फर्म होगा?                                                                   |
| Need                          |                    |                                                                                                      |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Future Openness               | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Future Outlook                | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Clear Intent to Start         | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Strategic Thinking            | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Direct Request for Information| Excellent          | वैलिडिटी कैसे रहेगा?                                                                                 |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| High Performance Metric       | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Significant Catalog Size      | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Market Viability              | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Manufacturer Status           | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Business Scalability          | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Clear Product Identity        | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Possession of Essentials      | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Commitment to Quality         | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Established Foundation        | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Validation of Identity        | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Brand Identification          | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Pre-established Trust         | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Validation of Authority       | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Acceptance of Technology      | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Direct Price Inquiry          | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Technical Acknowledgment      | Excellent          | वॉईस कट हो रहा है।                                                                                   |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Price Discussion              | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Specific Price Points         | Excellent          | तो 18000 रुपये का प्रपोजल भेजा था आपको।                                                              |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Validation of Scope           | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Confirmation of Solution      | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Network Expansion             | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Willingness for Deep Dive     | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
| Agreement to Next Steps       | Not Present        | N/A                                                                                                  |
+-------------------------------+--------------------+------------------------------------------------------------------------------------------------------+
================================================================================
Timestamp: 2026-01-14 09:52:28
Call Index: 2
Call URL  : https://cloudphone.tatateleservices.com/file/recording?callId=1763535151.52354&type=rec&token=Qk9IMFpiam5BejBmWTJzMkUwNGp3ZHZneWdxcG9rc2JDMDVjWnJSc0JPd0V2ZkFGNnVOREFzeUNOYmIwU3BhcDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D

Call Classification: BAD
Score: 2/10
Tone: Aggravated
Reason: Agent's unprofessionalism, misrepresentation, and broken promises caused high customer distrust.

+---------------------------+----------------+
| Metric                    | Value          |
+===========================+================+
| Total Variables Present   | 52             |
+---------------------------+----------------+
| Excellent                 | 4 (7.69%)      |
+---------------------------+----------------+
| Moderate                  | 15 (28.85%)    |
+---------------------------+----------------+
| Needs Improvement         | 33 (63.46%)    |
+---------------------------+----------------+

VARIABLE ANALYSIS
+-------------------------------+--------------------+--------------------------------------+
| Variable                      | Status             | Sentence                             |
+===============================+====================+======================================+
| Agent Tone & Energy           | Needs Improvement  | नहीं नहीं सर अपलोड तो करा था मैं।    |
+-------------------------------+--------------------+--------------------------------------+
| Agent Confidence              | Needs Improvement  | इसका मतलब आपने Amazon में किया ही नहीं |
|                               |                    | है।                                  |
+-------------------------------+--------------------+--------------------------------------+
| Listening Quality             | Moderate           | हां विधांश जी ने कनेक्ट किया था पर वो |
|                               |                    | प्रॉब्लम का सोल्यूशन कर दिया हमने    |
|                               |                    | फर्स्ट नवंबर को ऐड किया था आज कुछ काम |
|                               |                    | नहीं हुआ कुछ भी काम नहीं हुआ।       |
+-------------------------------+--------------------+--------------------------------------+
| Customer Empathy              | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Discovery & Understanding     | Moderate           | नहीं, मेरा कंसर्न था की आपका जो काम |
|                               |                    | था ना आपने बोला था की जो आपका अकाउंट |
|                               |                    | मैनेजर है क्या कहते हैं शुभम तिवारी। |
+-------------------------------+--------------------+--------------------------------------+
| Handling Customer Corrections | Moderate           | हां तो उसका ये कंसर्न था की आप कहते |
|                               |                    | थे की वो आप काम सही से नहीं कर रहा है। |
+-------------------------------+--------------------+--------------------------------------+
| Objection Handling            | Needs Improvement  | सर अभी तक काम क्यों नहीं हुआ है? आप |
|                               |                    | मेल में झूठ क्यों लिख रहे हैं कि काम |
|                               |                    | हो गया है?                           |
+-------------------------------+--------------------+--------------------------------------+
| Pricing Objection Response    | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Handling Financial Constraints| Moderate           | हमारा सामने सेल्स का भी लॉस हो रहा है |
|                               |                    | ना, आपको देने का फायदा क्या है तो फिर। |
+-------------------------------+--------------------+--------------------------------------+
| Solution Orientation          | Needs Improvement  | नहीं मैं अभी आपको 10-15 मिनट में    |
|                               |                    | कॉन्फ्रेंस कॉल पे ऐड कर देता हूं।    |
+-------------------------------+--------------------+--------------------------------------+
| Conversation Control          | Needs Improvement  | हां तो 24 घंटे तो कब के बीत चुके हैं |
|                               |                    | सर।                                  |
+-------------------------------+--------------------+--------------------------------------+
| Pacing of Call                | Moderate           | आप हर बार वही बोलते हैं, चेक कर ले, |
|                               |                    | चेक करके मैं क्या करूं, अभी 19 दिन |
|                               |                    | हो गए, 3 दिन का बोला, 3 दिन का 6 |
|                               |                    | होता है, चलो, 6 का 9 होता है, दिन का |
|                               |                    | डबल हो गया अभी।                     |
+-------------------------------+--------------------+--------------------------------------+
| Escalation Handling           | Needs Improvement  | जनरली कंपनी की पॉलिसी क्या होती है |
|                               |                    | कि अगर कुछ दिक्कत है तो कंप्लेंट नंबर |
|                               |                    | में फोन करो सपोर्ट टीम को फोन करो मैं |
|                               |                    | उसको ही कॉल कर रहा था।               |
+-------------------------------+--------------------+--------------------------------------+
| Upsell / Add-on Handling      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Customer Trust Impact         | Needs Improvement  | भाई आपने पैसा ट्रस्ट करके मुझे दिया |
|                               |                    | था ना।                               |
+-------------------------------+--------------------+--------------------------------------+
| Agent Mindset                 | Needs Improvement  | सर एक बार चेक कर लेता हूं सर।       |
+-------------------------------+--------------------+--------------------------------------+
| Problem Ownership             | Excellent          | हां सर मैंने आपसे जैसा लिया था मेरा |
|                               |                    | काम है आपका काम करवाना है।           |
+-------------------------------+--------------------+--------------------------------------+
| Customer Alignment            | Needs Improvement  | आपका जो आपने किया तो आपको पता नहीं |
|                               |                    | कितने टाइम में आया मैं थोड़ा पहली बार |
|                               |                    | कर रहे हैं कि कितने टाइम लगता है आपको |
|                               |                    | पता नहीं अपडेट होने में इसका मतलब आप |
|                               |                    | पहली बार कर रहे हैं ना।              |
+-------------------------------+--------------------+--------------------------------------+
| Objection Framing             | Needs Improvement  | मुझे शुभम चाहिए नहीं अगर काम भी करो |
|                               |                    | मुझे शुभम नहीं चाहिए वरना मेरे पैसे |
|                               |                    | वरना मैं अभी कंज्यूमर की साइट में ओपन |
|                               |                    | वरना लीगल टीम मेरे कंज्यूमर फोरम में |
|                               |                    | जाएगा वरना मुझे पैसे वापस कर दो।    |
+-------------------------------+--------------------+--------------------------------------+
| Trust Signals                 | Needs Improvement  | पर मैं मैं तो सपोर्ट टीम हूं आप सेल्स |
|                               |                    | पर्सन हैं राइट मुझे मुझे सपोर्ट पर फोन |
|                               |                    | दिया था।                             |
+-------------------------------+--------------------+--------------------------------------+
| Cost Sensitivity              | Moderate           | ठीक है तो मैं एक काम करता हूं। आपका |
|                               |                    | मेरा तो लॉस हुआ ना 19 डेज का, मैं वो |
|                               |                    | बोल रहा हूं सर कि मेरा तो सेल्स भी नहीं |
|                               |                    | आया ना वो मैं वो बोल रहा हूं।         |
+-------------------------------+--------------------+--------------------------------------+
| Decision Momentum             | Needs Improvement  | आप सब सब लोग यही बोलते हैं वेदंत, |
|                               |                    | कस्टमर सपोर्ट में कोई लेडी का भी फोन |
|                               |                    | आया था शुभम भी बोलता है।             |
+-------------------------------+--------------------+--------------------------------------+
| Overall Call Outcome          | Needs Improvement  | अभी मुझे आपकी कंपनी पर डाउट है, मैं |
|                               |                    | ट्रस्ट कैसे करूं? मुझे रिफंड ही चाहिए। |
+-------------------------------+--------------------+--------------------------------------+
| Permission to Proceed         | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Mutual Agreement              | Needs Improvement  | आप मुझे कब तक अपडेट दे देता जी?     |
+-------------------------------+--------------------+--------------------------------------+
| Closing Confirmation          | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Polite Conclusion             | Needs Improvement  | मैं आधे घंटे में अपडेट कर रहा हूं।    |
+-------------------------------+--------------------+--------------------------------------+
| Intent to Re-engage           | Moderate           | ठीक है अभी अभी एक लास्ट टाइम मैं देख |
|                               |                    | लेता हूं वरना फिर तुम्हें देखना है।  |
+-------------------------------+--------------------+--------------------------------------+
| Agreement to Collaboration    | Needs Improvement  | ये शुभम तिवारी तो मुझे चाहिए ही नहीं |
|                               |                    | अगर काम करवा दो तो दूसरे से करवा |
|                               |                    | सकते हो।                             |
+-------------------------------+--------------------+--------------------------------------+
| Direct Positive Feedback      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Agreement on Fundamentals     | Moderate           | आप Amazon Flipkart दोनों की सर्विस दे |
|                               |                    | दीजिए हमसे।                         |
+-------------------------------+--------------------+--------------------------------------+
| Call-back Request             | Moderate           | नहीं गरीब भाई एक काम करते हैं ना, मैं |
|                               |                    | पांच-दस मिनट तक मैं एक मीटिंग में हूं |
|                               |                    | ठीक है जैसे ही फ्री होता हूं आपको खुद |
|                               |                    | ही कॉल कर लूंगा इस नंबर पे।           |
+-------------------------------+--------------------+--------------------------------------+
| Flexibility Acknowledgment    | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Confirmation of Interest      | Excellent          | अभी मुझे रिफंड चाहिए अगर नहीं मिलेगा |
|                               |                    | तो मुझे आप ग्रेवियंस ऑफिसर का नाम भी |
|                               |                    | दीजिए क्योंकि कंज्यूमर फोरम में वो |
|                               |                    | पूछते हैं।                           |
+-------------------------------+--------------------+--------------------------------------+
| Openness to Expansion         | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Direct Confirmation of Service| Excellent          | क्या हम में तो आपका पैकेज लिया था ना |
| Need                          |                    | फर्स्ट नवंबर से।                     |
+-------------------------------+--------------------+--------------------------------------+
| Future Openness               | Needs Improvement  | मुझे शुभम चाहिए नहीं अगर काम भी करो |
|                               |                    | मुझे शुभम नहीं चाहिए वरना मेरे पैसे |
|                               |                    | वरना मैं अभी कंज्यूमर की साइट में ओपन |
|                               |                    | वरना लीगल टीम मेरे कंज्यूमर फोरम में |
|                               |                    | जाएगा वरना मुझे पैसे वापस कर दो।    |
+-------------------------------+--------------------+--------------------------------------+
| Future Outlook                | Needs Improvement  | ठीक है तो मैं एक काम करता हूं। आपका |
|                               |                    | मेरा तो लॉस हुआ ना 19 डेज का, मैं वो |
|                               |                    | बोल रहा हूं सर कि मेरा तो सेल्स भी नहीं |
|                               |                    | आया ना वो मैं वो बोल रहा हूं।         |
+-------------------------------+--------------------+--------------------------------------+
| Clear Intent to Start         | Excellent          | क्या हम में तो आपका पैकेज लिया था ना |
|                               |                    | फर्स्ट नवंबर से।                     |
+-------------------------------+--------------------+--------------------------------------+
| Strategic Thinking            | Needs Improvement  | पर मैं मैं तो सपोर्ट टीम हूं आप सेल्स |
|                               |                    | पर्सन हैं राइट मुझे मुझे सपोर्ट पर फोन |
|                               |                    | दिया था।                             |
+-------------------------------+--------------------+--------------------------------------+
| Direct Request for Information| Excellent          | मुझे ग्रेवियंस ऑफिसर का नाम और नंबर |
|                               |                    | और ईमेल भी भेज दीजिए।               |
+-------------------------------+--------------------+--------------------------------------+
| High Performance Metric       | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Significant Catalog Size      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Market Viability              | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Manufacturer Status           | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Business Scalability          | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Clear Product Identity        | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Possession of Essentials      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Commitment to Quality         | Needs Improvement  | पर फिर भी वो सन्नी फिर भी सन्नी टाइम |
|                               |                    | पे जवाब तो देता है मेरा कॉल तो उठाता |
|                               |                    | है वो मेल भी करता है वीकली ये है वे |
|                               |                    | है वो है।                             |
+-------------------------------+--------------------+--------------------------------------+
| Established Foundation        | Excellent          | आप Amazon Flipkart दोनों की सर्विस दे |
|                               |                    | दीजिए हमसे।                         |
+-------------------------------+--------------------+--------------------------------------+
| Validation of Identity        | Excellent          | जी जी बिलकुल आपका शुंभ बोल रहा हूं |
|                               |                    | कौन बात कर रहा है?                   |
+-------------------------------+--------------------+--------------------------------------+
| Brand Identification          | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Pre-established Trust         | Needs Improvement  | भाई आपने पैसा ट्रस्ट करके मुझे दिया |
|                               |                    | था ना।                               |
+-------------------------------+--------------------+--------------------------------------+
| Validation of Authority       | Needs Improvement  | अभी मुझे रिफंड चाहिए अगर नहीं मिलेगा |
|                               |                    | तो मुझे आप ग्रेवियंस ऑफिसर का नाम भी |
|                               |                    | दीजिए क्योंकि कंज्यूमर फोरम में वो |
|                               |                    | पूछते हैं।                           |
+-------------------------------+--------------------+--------------------------------------+
| Acceptance of Technology      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Direct Price Inquiry          | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Technical Acknowledgment      | Moderate           | Amazon में अपडेट होना चाहिए ना, |
|                               |                    | Amazon में अपडेट ही नहीं हुआ, अभी तक |
|                               |                    | नहीं हुआ। आपने बोला कि परसों हो गया, |
|                               |                    | 24 घंटे लगेंगे, 24 घंटे के बाद इधर |
|                               |                    | 48 घंटे हो गए, अभी अपडेट नहीं हुआ।   |
+-------------------------------+--------------------+--------------------------------------+
| Price Discussion              | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Specific Price Points         | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Validation of Scope           | Moderate           | Flipkart में ऐसा है कि हमारा ब्रांड |
|                               |                    | लिस्टिंग करवा रहा है तो Flipkart की |
|                               |                    | तरफ से अभी डिले चल रहा है।           |
+-------------------------------+--------------------+--------------------------------------+
| Confirmation of Solution      | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Network Expansion             | Not Present        | N/A                                  |
+-------------------------------+--------------------+--------------------------------------+
| Willingness for Deep Dive     | Moderate           | चलो एक काम करते हैं सर, एक काम कर |
|                               |                    | लेते हैं इसमें ना जो आपका एक तो जो काम |
|                               |                    | है उसको मैं अंडर आता हूं मैं जल्दी-जल्दी |
|                               |                    | इसको करता हूं आज ही कल में।           |
+-------------------------------+--------------------+--------------------------------------+
| Agreement to Next Steps       | Needs Improvement  | आप मुझे कब तक अपडेट दे देता जी?     |
+-------------------------------+--------------------+--------------------------------------+
================================================================================
Timestamp: 2026-01-14 09:52:28
Call Index: 3
Call URL  : https://cloudphone.tatateleservices.com/file/recording?callId=1763558792.66296&type=rec&token=WTBtdHFCaTk2QXlaYVpWQmVia1MyQVh2M0V6MGpoTXVXWUJBd0VGd3JmYUtLMkhuaFdEWXpMd2EwRDR5NCtDRjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D

Call Classification: GOOD
Score: 9/10
Tone: Professional
Reason: Agent displayed professionalism, effective query handling, and proactive resolution of call quality issue.

+---------------------------+----------------+
| Metric                    | Value          |
+===========================+================+
| Total Variables Present   | 56             |
+---------------------------+----------------+
| Excellent                 | 45 (80.36%)    |
+---------------------------+----------------+
| Moderate                  | 9 (16.07%)     |
+---------------------------+----------------+
| Needs Improvement         | 2 (3.57%)      |
+---------------------------+----------------+

VARIABLE ANALYSIS
+-------------------------------+--------------------+--------------------------------------+
| Variable                      | Status             | Sentence                             |
+===============================+====================+======================================+
| Agent Tone & Energy           | Excellent          | Good evening.                        |
+-------------------------------+--------------------+--------------------------------------+
| Agent Confidence              | Excellent          | Toh isme toh jo apni category ke liye|
|                               |                    | jo best rahega, wo rahega Home Decor |
|                               |                    | ki products.                         |
+-------------------------------+--------------------+--------------------------------------+
| Listening Quality             | Needs Improvement  | Junaid, kya naam bataya aapka?       |
+-------------------------------+--------------------+--------------------------------------+
| Customer Empathy              | Not Present        | N/A                                  |
